text,review_index,text_processed
"Acudí con mi marido, al llegar a la habitación vimos que eran dos camas, educadamente bajamos a la recepción para preguntar si había alguna cama de matrimonio, pero rápidamente nos respondió que no (de manera muy seca)",10,acudi marido llegar habitacion vimos dos camas educadamente bajamos recepcion preguntar alguna cama matrimonio rapidamente respondio no manera seca
“que juntemos la camitas y es lo mismo,10,juntemos camitas mismo
” es la misma respuesta que les daría a una pareja heterosexual? Gracias a ese recepcionista no volveremos a pisar ningún hotel de vuestra cadena,10,misma respuesta daria pareja heterosexual gracias recepcionista no volveremos pisar ningun cadena
cansado,10,cansado
Decepcionante,11,decepcionante
"Elegi este hotel entre otras cosas,por su ubicacion y por la estetica,coqueto y pintoresco",11,elegi cosaspor ubicacion esteticacoqueto pintoresco
"Las recepcionistas muy amables y profesionales,pero en cuanto a las prestaciones",11,recepcionistas amables profesionalespero cuanto prestaciones
un hotel 4 estrellas con servicio de pension,11,4 estrellas servicio pension
"Solo funciona el desayuno,el servicio absolutamente precario,ni siquera la nevera disponible en la habitacion estaba servida,ni jacuzzi,ni sauna,la terraza estupenda,un poco dejada,eso si las habitaciones muy acogedoras y limpias,lastima la falta de servicios,que impiden el disfrute en sus instalaciones",11,solo funciona desayunoel servicio absolutamente precarioni siquera nevera disponible habitacion servidani jacuzzini saunala terraza estupendaun dejadaeso habitaciones acogedoras limpiaslastima falta serviciosque impiden disfrute instalaciones
"El Hotel necesita muchas mejoras para las 4* que tiene, calidad precio incompatibles",12,necesita muchas mejoras 4 calidad precio incompatibles
"Bastante decepcionada, suelo ir a hoteles de 4* y son mucho mejores",12,bastante decepcionada suelo ir hoteles 4 mejores
"Las camas y almohadas muy incomodas, el mobiliario esta muy usado, el servicio de limpieza pésimo, dos días no se llevaron las toallas sucias y tampoco nos pusieron limpias, tuvimos que pedir toallas en recepción y como no tenían nos dieron de la piscina, también pedí otra almohada y no tienen de repuesto",12,camas almohadas incomodas mobiliario usado servicio limpieza pesimo dos dias no llevaron toallas sucias tampoco pusieron limpias pedir toallas recepcion no dieron piscina pedi almohada no repuesto
"Respecto a la televisión no se ven casi ningún canal y tampoco supieron arreglarlo, el chico que subió a la habitación no tenia ni idea",12,respecto television no ven casi ningun canal tampoco supieron arreglarlo chico subio habitacion no idea
Cuando entramos en la habitación no estaba limpia había mucho polvo y un peine usado en el suelo que seria de los clientes anteriores,12,entramos habitacion no limpia polvo peine usado suelo clientes anteriores
El baño muy antiguo,12,bano antiguo
En relación calidad precio no corresponde con lo pagado,12,relacion calidad precio no corresponde pagado
Decepción,13,decepcion
"Uno podría esperar de la cadena Hilton un estándar de calidad diferente, algo que diferencie a sus hoteles (para bien) del resto, pero lamentablemente no es así",13,podria esperar cadena hilton estandar calidad diferente diferencie hoteles bien resto lamentablemente no asi
"La habitación está llena de detalles que hacen ver el descuido (ver fotos), y además la cama es realmente incómoda (un hotel de 4* no puede tener una cama tan mala)",13,habitacion llena detalles hacen ver descuido ver fotos ademas cama realmente incomoda 4 no puede tener cama tan mala
"Por cierto, al ser alérgico al polvo notaba por la noche un poco de reacción alérgica Lo comprendí todo cuando casualmente vi lo que había detrás del espejo del cuarto de baño, tenía polvo acumulado desde tiempo inmemorial",13,cierto ser alergico polvo notaba noche reaccion alergica comprendi casualmente vi detras espejo cuarto bano polvo acumulado tiempo inmemorial
"Quizás también había polvo en las cortinas, aunque eso no lo puedo saber",13,quizas polvo cortinas aunque no puedo saber
Sobre el tema de la limpieza: si cenas verás en el desayuno a la mañana siguiente restos de suciedad de la noche anterior por el suelo (!),13,tema limpieza cenas veras desayuno manana siguiente restos suciedad noche anterior suelo
La carta del…,13,carta
Una y no más,14,no
"Para estar donde está, y la  cadena que es",14,cadena
Menuda depecion,14,menuda depecion
"Además de ser antiguo, suelo con moquetas, necesita Más mantenimiento!!!! Puerta rota, cortinas sucias, mucho ruido porque no tiene insonorizacion",14,ademas ser antiguo suelo moquetas necesita mantenimiento puerta rota cortinas sucias ruido no insonorizacion
Por no hablar del cuarto de baño! No cabes en el wc cuanto más para limpiarte,14,no hablar cuarto bano no cabes wc cuanto limpiarte
Y del parking,14,parking
"Intentando más de 4 veces buscar la plaza correcta, parking súper pequeño, estrecho y me voy con arañon en mi coche por parte ajena",14,intentando 4 veces buscar plaza correcta parking super pequeno estrecho voy aranon coche parte ajena
Le sobran estrellas!,14,sobran estrellas
Hotel **,15,
"El hotel está viejo y necesita una reforma, las paredes no están insonorizadas y se escucha todo",15,viejo necesita reforma paredes no insonorizadas escucha
Las camas son viejas y mejor no te muevas porque suena un montón,15,camas viejas mejor no muevas suena monton
La foto que adjunto son mis vistas,15,foto adjunto vistas
No hay enchufe cerca de la cama y no se porque pero hay toma de teléfono en el cuarto de baño,15,no enchufe cerca cama no toma telefono cuarto bano
La piscina tiene horario y va por turnos de 1h y 30 min que nos lo dijeron al llegar,15,piscina horario va turnos 1h 30 min dijeron llegar
"Haces pie en todo la piscina (1,50 m) y el agua no está muy limpia (está un poco verde)",15,haces pie piscina 150 m agua no limpia verde
El desayuno es bastante simple ya que no hay mucho donde elegir,15,desayuno bastante simple no elegir
Los trabajadores del hotel todos muy amables y atentos,15,trabajadores amables atentos
"El hotel está en muy buena zona, cerca del centro de Sevilla y tiene unas vistas muy bonitas en la azotea",15,buena zona cerca centro sevilla unas vistas bonitas azotea
Cosas que no ne gustan y si ne gustaron,16,cosas no ne gustan ne gustaron
He pasado noche en el hotel y no me gusta nada porque se escucha todo lo que sucede en las habitaciones cercanas,16,pasado noche no gusta nada escucha sucede habitaciones cercanas
"si roca,si habla,si va al baño etcc se escucha igual que si estuviera dentro de nuestra habitación",16,rocasi hablasi va bano etcc escucha igual dentro habitacion
"Tampoco me gusta el funcionamiento de las cisternas del baño,escuche a más personas quejándose",16,tampoco gusta funcionamiento cisternas banoescuche personas quejandose
tuvimos qué echar agua al Water con la papelera ,16,echar agua water papelera
la mininevera de la habitación no estaba funcionando y tenía muy mala pinta,16,mininevera habitacion no funcionando mala pinta
El desayuno fenomenal y buen servicio,16,desayuno fenomenal buen servicio
las ventanas tipo balcón a la calle me encantaron,16,ventanas tipo balcon calle encantaron
a mi lo que me horroriza fue que se escucha todo de la habitación de al lado,16,horroriza escucha habitacion lado
Urgente REFORMAS,17,urgente reformas
"Hotel antiguo, sin servicio de habitaciones ni restaurante",17,antiguo sin servicio habitaciones restaurante
"Parking de difícil acceso y muy pequeño, te llevarás algún golpe de barras o columnas( POR TODAS PARTES) Paredes y suelos deteriorados y moquetas",17,parking dificil acceso pequeno llevaras algun golpe barras columnas todas partes paredes suelos deteriorados moquetas
"Un 10 camareras de piso, es lo mejor del hotel, vistas de interior horrible, solo maquinaria",17,10 camareras piso mejor vistas interior horrible solo maquinaria
Le sobran estrellas,18,sobran estrellas
"Es una pena que una ciudad de tan alto atractivo turístico como Sevilla no controle un poco más, si la categoría de sus hoteles se corresponde o no con la realidad",18,pena ciudad tan alto atractivo turistico sevilla no controle categoria hoteles corresponde no realidad
"A este 'cuatro estrellas' -viejo, deprimente y destartalado- le sobran como mínimo dos, aunque si prefieren no remodelarlo mínimamente, podrán intentar sacar partido para localizaciones de películas ambientadas en la década de los 70 o para una secuela de El Resplandor",18,cuatro estrellas viejo deprimente destartalado sobran minimo dos aunque prefieren no remodelarlo minimamente podran intentar sacar partido localizaciones peliculas ambientadas decada 70 secuela resplandor
"Como curiosidad diré que la ducha de teléfono de mi habitación se encontraba orientada hacia la pared del baño, sencillamente porque no se sujetaba en su soporte de ninguna otra manera",18,curiosidad dire ducha telefono habitacion encontraba orientada hacia pared bano sencillamente no sujetaba soporte ninguna manera
Por suerte sólo fue una noche,18,suerte solo noche
Llegué tarde al alojamiento; lo suficientemente tarde como para tener que meterme en la cama sin cenar -menos mal que estaba agotado- ya…,18,llegue tarde alojamiento suficientemente tarde tener meterme cama sin cenar menos mal agotado
Lo que fue y lo que ya no es,19,no
"Buen hotel ,dejado de la mano,viejo y antiguo,moqueta??? Baños muy antiguos,deja mucho q desear ,camas regulares ,desayuno pasable ,los recepcionistas simpáticos ,la zona de la piscina necesita también un buen cambio,en resumen un hotel con muchas posibilidades pero abandonado",19,buen dejado manoviejo antiguomoqueta banos antiguosdeja q desear camas regulares desayuno pasable recepcionistas simpaticos zona piscina necesita buen cambioen resumen muchas posibilidades abandonado
Bastante regular,20,bastante regular
Cada año me alojo en este hotel por trabajo,20,cada ano alojo trabajo
"Los cerramientos son malos ,entra mucho ruido y frío por las ventanas",20,cerramientos malos entra ruido frio ventanas
El sistema de ventilación es ruidoso y no permite un óptimo descanso,20,sistema ventilacion ruidoso no permite optimo descanso
Cada año he tenido algún porblema o con olores del baño o con el sistema de calefacción,20,cada ano algun porblema olores bano sistema calefaccion
En general no se como puede tener la calificación de 4 estrellas,20,general no puede tener calificacion 4 estrellas
Le hicieron un lavado de cara pero no está a la altura,20,hicieron lavado cara no altura
Lo unico bueno que tiene es la ubicación,20,unico bueno ubicacion
Por lo demás no lo recomendaría,20,demas no recomendaria
Hotel muy bueno ,21,bueno
"Nos hemos alojado por dos noches en este hotel, en servicio es bueno aunque el",21,alojado dos noches servicio bueno aunque
room service,21,room service
"mixto seco, patatas sin sal y la ensalada de frutas ",21,mixto seco patatas sin sal ensalada frutas
se ve que han usado un cuchillo sucio porque tenía  sabor a cebolla😭 y fue un chasco,21,ve usado cuchillo sucio sabor cebolla chasco
El restaurante no nos ha gustado mucho ya que el primer día cenamos y para nuestra sorpresa esperábamos un poco más,21,restaurante no gustado primer dia cenamos sorpresa esperabamos
hay que mejorar,21,mejorar
pero por todo lo demás está bien,21,demas bien
muy atentos y amables ,21,atentos amables
claro esto es Sevilla y la gente es un amor ,21,claro sevilla gente amor
volveré pero no puedo dar más puntuación,21,volvere no puedo dar puntuacion
Decepcionante,22,decepcionante
"Dentro de las Estrellas otorgadas, cadena y precio creo que está muy por debajo de lo esperado",22,dentro estrellas otorgadas cadena precio creo debajo esperado
Las habitaciones son frías y están a medio decorar,22,habitaciones frias medio decorar
Que las camas no estén completamente vestidas baja mucho la categoría del hotel,22,camas no completamente vestidas baja categoria
Le sobra una estrella,23,sobra estrella
No entiendo como este hotel tiene 4 estrellas,23,no entiendo 4 estrellas
"Cristales de la habitación sucios, cortinas que no se corren bien y mal colgadas",23,cristales habitacion sucios cortinas no corren bien mal colgadas
"El sofá del distribuidor de la planta, junto a los ascensores con un roto en el brazo",23,sofa distribuidor planta junto ascensores roto brazo
Solo la recepcionista del turno de noche fue encantadora,23,solo recepcionista turno noche encantadora
La verdad no volvería,23,verdad no volveria
Sobra una estrella,24,sobra estrella
"El hotel, si bien por dimensiones cumple con 4*, las instalaciones en general, zonas comunes, cafetería, etc no están a la altura",24,bien dimensiones cumple 4 instalaciones general zonas comunes cafeteria etc no altura
El vestíbulo no tiene atractivo ninguno,24,vestibulo no atractivo ninguno
La cafetería es destartalada y poco acogedora,24,cafeteria destartalada acogedora
Restaurante ?? no se puede llamar restaurante,24,restaurante no puede llamar restaurante
Desayuno buffet de poca calidad,24,desayuno buffet poca calidad
Deficiente atención al cliente,25,deficiente atencion cliente
Check in muy impersonal,25,check in impersonal
"La recepcionista que me hizo el check in casi ni me miro a la cara, me pidió la documentación y me entrego la llave como si fuera una máquina",25,recepcionista hizo check in casi miro cara pidio documentacion entrego llave maquina
No se me ofreció ningún tipo de información ni sobre la ciudad ni del hotel,25,no ofrecio ningun tipo informacion ciudad
Tiene room service según la carta de 9,25,room service segun carta 9
00 a 10,25,00 10
30,25,30
A las 17,25,17
"00 llame para pedir un room service y la persona que me atendió, de muy malas maneras, me dijo que la cocina cierra a las 16",25,00 llame pedir room service persona atendio malas maneras dijo cocina cierra 16
00,25,00
Esto no es un room service con el horario establecido en la carta,25,no room service horario establecido carta
Las habitaciones muy limpias y sin ruido,25,habitaciones limpias sin ruido
POR ALGUNOS ASPECTOS NO ES RECOMENDABLE,26,aspectos no recomendable
"NO LO RECIMIENDO Estuvo en el hotel tres días por temas de trabajo y, la conclusión es que en varioa aspectos no es recomendable",26,no recimiendo tres dias temas trabajo conclusion varioa aspectos no recomendable
"DESAYUNO: El cafe es malísimo, la bollería está muy mal horneada,  la fruta",26,desayuno cafe malisimo bolleria mal horneada fruta
incomestible aguada y con pinta de llevar muchas horas cortada,26,incomestible aguada pinta llevar muchas horas cortada
Al final tuve que desayunar fuera todos los días,26,final desayunar dias
UBICACIÓN: Para solo dir,26,ubicacion solo dir
"ir no está mal, pero si tienes en cue ta que wstá al lado de un hospital y que comparten el parkeng con este y con el Mercado, se podría decir que  o es lo mas encantador de Sevilla",26,ir no mal cue ta wsta lado hospital comparten parkeng mercado podria decir encantador sevilla
"HABITACIÓN: La limpieza es correcta, el colchón cómodo, el baño amplio y limpio",26,habitacion limpieza correcta colchon comodo bano amplio limpio
"¿ El fallo?, que la ventana era directamente a las del horpital y a los megaventiladores de aire acondicionado con su ruido correspondiente",26,fallo ventana directamente horpital megaventiladores aire acondicionado ruido correspondiente
PERSONAL: Muy atentos y…,26,personal atentos
Imposible descansar,27,imposible descansar
No recomendable ya que el personal del hotel no atiende los problemas que se puedan ocasionar en las habitaciones contiguas como ruidos molestos hasta altas horas de la madrugada,27,no recomendable personal no atiende problemas puedan ocasionar habitaciones contiguas ruidos molestos altas horas madrugada
Hay una muy mala gestión de la ocupación del hotel debido a que mezclan huéspedes de negocios con otros de viaje lúdico,27,mala gestion ocupacion debido mezclan huespedes negocios viaje ludico
Visita por sevilla,28,visita sevilla
"Mucho que desear, esperaba un trato mejor al que nos han dado",28,desear esperaba trato mejor dado
Aún asín decir que la habitación estaba muy bien y nos gustó mucho pero hay que mejorar el trato que es lo más importante,28,aun asin decir habitacion bien gusto mejorar trato importante
Muchas gracias,28,muchas gracias
Decepcionada,29,decepcionada
La verdad que bastante decepcionada,29,verdad bastante decepcionada
"Reservamos para una noche mi pareja y yo, bien pues nada más llegar nos dijeron que no tenían habitaciones de cama de matrimonio que si queríamos una habitación con cama de matrimonio eran 10 euros más, lo que rechazamos y nos dieron una con dos camas separadas",29,reservamos noche pareja bien pues nada llegar dijeron no habitaciones cama matrimonio queriamos habitacion cama matrimonio 10 euros rechazamos dieron dos camas separadas
"Llegamos a la habitación y la cocina olía súper mal, tanto la nevera como el microonda y cualquier mueble",29,llegamos habitacion cocina olia super mal nevera microonda cualquier mueble
"Al abrir el ropero nos dimos cuenta de que las puertas estaban al revés, es decir el interior estaba completamente roto y era de cristal, los cristales daban miedo todos rotos y pegados con cinta americana, lo cual es algo muy peligroso",29,abrir ropero dimos cuenta puertas reves decir interior completamente roto cristal cristales daban miedo rotos pegados cinta americana peligroso
"Cuando mi pareja se tumbo en su cama, la cama estaba rota, y se cayó para el suelo, tenía las dos patas traseras completamente rotas, llamamos a…",29,pareja tumbo cama cama rota cayo suelo dos patas traseras completamente rotas llamamos
Lo justo para dormir y poco más,30,justo dormir
Nos hemos alojado durante dos noches,30,alojado dos noches
"El lugar es aceptable siempre y cuando tengas vehículo para desplazarte hasta sevilla, sinó esta ubicado lejos (unos 11 kilómetros del centro)",30,lugar aceptable siempre vehiculo desplazarte sevilla sino ubicado lejos 11 kilometros centro
"El apartamento es grande pero con un mobiliario un tanto obsoleto y muy ruidoso, se escucha prácticamente todo de los apartamentos colindantes",30,apartamento grande mobiliario obsoleto ruidoso escucha practicamente apartamentos colindantes
"En cada apartamento hay un par de servicios par comer (cuberteria y demás), en mi caso faltaban los dos tenedores, fuí a recepción a solicitarselos a la chica, y me dijo que estaba muy liada (habian dos personas esperando) que tenia que irlos a buscar y que me llamaría cuando los tuviese",30,cada apartamento par servicios par comer cuberteria demas caso faltaban dos tenedores recepcion solicitarselos chica dijo liada dos personas esperando irlos buscar llamaria
Sigo esperando a que me llame,30,sigo esperando llame
"En cuanto a la piscina esta bién, aunque el chico me interrogó 10 veces en una hora el número de habitación, como si me estuviera intentando…",30,cuanto piscina bien aunque chico interrogo 10 veces hora numero habitacion intentando
No todo vale,31,no vale
Les muestro mi queja sobre un hecho que ha ocurrido este fin de semana,31,muestro queja hecho ocurrido fin semana
"Habiéndonos dejado olvidado una cantidad considerable de alimentos( quesos, jamón, embutidos",31,habiendonos dejado olvidado cantidad considerable alimentos quesos jamon embutidos
unos 200€,31,200
)para llevarnos y que por olvido se dejó en la nevera,31,llevarnos olvido dejo nevera
"Se llamó al día siguiente, hasta contactar con la responsable para que nos lo enviase,(nosotros nos hacíamos cargo del envío) recibí como respuesta que se tira toda la comida porque son las normas",31,llamo dia siguiente contactar responsable enviasenosotros haciamos cargo envio recibi respuesta tira toda comida normas
"Se veía claro que no eran restos , esperen un día, por lo menos",31,veia claro no restos esperen dia menos
Un dinero considerable tirado,31,dinero considerable tirado
Se me dice al final que tiene prisa porque tiene trabajo,31,dice final prisa trabajo
"Señora, y yo también",31,senora
"Este es su trabajo , atenderme",31,trabajo atenderme
Que no te engañen,32,no enganen
"Después de solicitar cama de matrimonio y piso alto, me adjudican dos camas y la habitación justo al lado de recepción, escuchando la entrada y salida de cada cliente del hotel",32,despues solicitar cama matrimonio piso alto adjudican dos camas habitacion justo lado recepcion escuchando entrada salida cada cliente
Descansar imposible y eso después de haber pagado una buena cantidad por la habitación,32,descansar imposible despues haber pagado buena cantidad habitacion
Lo único aceptable la ubicación,32,unico aceptable ubicacion
Desayuno muy normalizó para el precio que cuesta,32,desayuno normalizo precio cuesta
Que no te engañen como a mí,32,no enganen
Hable con la chica de recepción y la conclusión fue que no era la primera queja que recibía,32,hable chica recepcion conclusion no primera queja recibia
Programa de fidelización MeliaReward sirve de poco,33,programa fidelizacion meliareward sirve
"He visitado la ciudad de Sevilla durante los últimos 7 años y los últimos 3 o 4 no recuerdo exactamente, en el GRAN MELIA COLON, siempre bien sin notable",33,visitado ciudad sevilla ultimos 7 anos ultimos 3 4 no recuerdo exactamente gran melia colon siempre bien sin notable
En mi última estancia he tenido la desagradable experiencia de ver como el programa melia rewards con categoría platinum no ofrece nada respecto de llegar al hotel y hospedarte como uno más,33,ultima estancia desagradable experiencia ver programa melia rewards categoria platinum no ofrece nada respecto llegar hospedarte
"Evidentemente no quiero entrar en detalles porque se trata de trabajadores que cumplen con su obligación, el problema será de sus dirigentes que no entiendan el beneficio que reporta a la empresa en la que trabajan el programa de fidelización que para el cliente de poco sirve",33,evidentemente no quiero entrar detalles trata trabajadores cumplen obligacion problema dirigentes no entiendan beneficio reporta empresa trabajan programa fidelizacion cliente sirve
"Hotel nuevo, en sitio bueno pero con pegas…",34,nuevo sitio bueno pegas
Hotel de nueva construcción con una ubicación inmejorable,34,nueva construccion ubicacion inmejorable
Pros:  1- Estás en pleno centro histórico,34,pros 1 pleno centro historico
2-Es un hotel nuevo,34,2 nuevo
Contras: 1- Con el tema del coronavirus Nadie nos informó que solo podíamos utilizar la piscina 45 minutos al día por habitación,34,contras 1 tema coronavirus nadie informo solo podiamos utilizar piscina 45 minutos dia habitacion
"Fuimos de escapada y la idea era pasar toda la tarde en la piscina, cual fue nuestra decepción cuando nos enteramos de esta noticia",34,escapada idea pasar toda tarde piscina decepcion enteramos noticia
Que haces en julio a las 17 de la tarde en Sevilla? 2-  No tienen pasta de dientes las habitaciones,34,haces julio 17 tarde sevilla 2 no pasta dientes habitaciones
3- Hay bastante ruido porque tienen los pubs muy cerca,34,3 bastante ruido pubs cerca
Poco aconsejable,35,aconsejable
"Durante 2 dias no nos hicieron la cama ni limpiaron,la habitacion muy pequeña y en la ultima planta sin ascensor",35,2 dias no hicieron cama limpiaronla habitacion pequena ultima planta sin ascensor
"Cobraban 4% por pagar por tarjeta, y nos obligaron a pagar en efectivo por adelantado",35,cobraban 4 pagar tarjeta obligaron pagar efectivo adelantado
Solo se salva su ubicacion centrica,35,solo salva ubicacion centrica
Habitación con mucho ruido,36,habitacion ruido
"Me he llevado una grata sorpresa tras pasar una estancia en este hostal, después de haber leído valoraciones positivas",36,llevado grata sorpresa tras pasar estancia hostal despues haber leido valoraciones positivas
"Lo primero de todo, la habitación con ventanas de papel, al estar ubicado cerca de una avenida, toda la noche escuchando coches y autobuses",36,primero habitacion ventanas papel ubicado cerca avenida toda noche escuchando coches autobuses
"Segundo, dejan un teléfono de emergencia, porque hasta las 9 y media de la mañana no abren recepción, y no cogen el teléfono",36,segundo dejan telefono emergencia 9 media manana no abren recepcion no cogen telefono
"Lo único bueno, la ubicación y el precio",36,unico bueno ubicacion precio
"Buena ubicación,mala información",37,buena ubicacionmala informacion
"Al reservar, llame x tlf y la mujer de habla latino no supo ayudarme con el aparcamiento, ya que es tiene difícil acceso para venir en coche",37,reservar llame x tlf mujer habla latino no supo ayudarme aparcamiento dificil acceso venir coche
