text,review_index,text_processed
"Horrible experiencia, el que se supone que iba a ser mi mejor día de vacaciones se convirtió en el peor",1_2,horrible experiencia supone iba ser mejor dia vacaciones convirtio peor
NO LO RECOMIENDO,1_2,no recomiendo
Mi pareja y yo venimos de Madrid para ver a familiares y nuestro último día quisimos pasar el día solos en un bonito hotel CON PISCINA (en Sevilla hace mucho calor y queríamos poder aprovechar la tarde con un baño refrescante) cerca del centro para pasear despuésy sobretodo que prometía cumplir las normas de seguridad referentes al COVID19 (algo muy importante para nosotros),1_2,pareja venimos madrid ver familiares ultimo dia quisimos pasar dia solos bonito piscina sevilla hace calor queriamos poder aprovechar tarde bano refrescante cerca centro pasear despuesy sobretodo prometia cumplir normas seguridad referentes covid19 importante
"Cuando vimos la Página web de este hotel nos pareció el hotel perfecto, tenia todo lo que queríamos",1_2,vimos pagina web parecio perfecto queriamos
FUE UN GRAN ERROR,1_2,gran error
"Cuando llegamos a la piscina vemos que esta atestada de gente que pasea por el recinto sin mascarilla, ojo,…",1_2,llegamos piscina vemos atestada gente pasea recinto sin mascarilla ojo
Ruido insoportable de discoteca,1_3,ruido insoportable discoteca
Debajo de la habitación 304 hay una terraza de una discoteca,1_3,debajo habitacion 304 terraza discoteca
"Música y gritos hasta las 6,30 am!! En fin, no he dormido nada",1_3,musica gritos 630 am fin no dormido nada
A otros compañeros que han dormido en esa planta dando a la discoteca les ha ocurrido lo mismo,1_3,companeros dormido planta dando discoteca ocurrido mismo
"Al reclamar en recepción, ningun comentario y extrañados de ello",1_3,reclamar recepcion ningun comentario extranados ello
Muy caro para lo que es,1_4,caro
"Al llegar, mientras esperábamos para hacer el checking había una señora quejándose de que olía a cañería su habitación",1_4,llegar mientras esperabamos hacer checking senora quejandose olia caneria habitacion
"Pues bien, tenía toda la razón, nos dieron una habitación con un olor asqueroso a pipi, insoportable, nos la cambiaron",1_4,pues bien toda razon dieron habitacion olor asqueroso pipi insoportable cambiaron
"Pero es que cuando estábamos entrando, llegó una limpiadora y entró, “me han dicho que ocurre algo en el baño”, echó ambientados y se fue… si ya saben que hay habitaciones con ese problema me parece de vergüenza que la den a los clientes",1_4,entrando llego limpiadora entro dicho ocurre bano echo ambientados saben habitaciones problema parece verguenza den clientes
"Una de las toallas del baño estaba vieja, con boquetes… ¡de vergüenza! El hotel en general muy viejo y los pasillos no huelen bien",1_4,toallas bano vieja boquetes verguenza general viejo pasillos no huelen bien
No recomiendo ese hotel,1_4,no recomiendo
Mala experiencia personal,1_5,mala experiencia personal
"Ayre Seville  Poco simpáticos y publicidad inexacta   797571471  Hotel desaconsejable, pedí en la propia reserva de Booking que las ventanas se pudiera abrir",1_5,ayre seville simpaticos publicidad inexacta 797571471 desaconsejable pedi propia reserva booking ventanas pudiera abrir
No contestaron y en cuanto estuve allí una recepcionista de forma poco educada me dijo que no que las ventanas no se pueden abrir que si no la gente se tiraria,1_5,no contestaron cuanto alli recepcionista forma educada dijo no ventanas no pueden abrir no gente tiraria
Ante tal argumento 😳 Anule la habitación y me mintieron diciéndome que no cobrarían nada y si lo hicieron a pesar de que la reclamación la hice a través de Booking,1_5,tal argumento anule habitacion mintieron diciendome no cobrarian nada hicieron pesar reclamacion hice traves booking
No tengo constancia de la devolución de un servicio que reserve el mismo día y que no tenia gastos de cancelación y me la cobraron Esa fue mi experiencia en el hall y no conozco las instalaciones pero vamos que no se puedan abrir las ventanas porque la gente se tiraría es de en fin,1_5,no constancia devolucion servicio reserve mismo dia no gastos cancelacion cobraron experiencia hall no conozco instalaciones vamos no puedan abrir ventanas gente tiraria fin
Igual tenía un mal…,1_5,igual mal
Olor a cigarrillo y calor,1_6,olor cigarrillo calor
"El hotel enciende la calefacción sin que haya suficiente frío y no es posible graduarla porque es central , tuve que cambiar de habitación a media noche por calor y al tener la nueva habitación las sabanas olían a cigarrillo a pesar de estar prohibido fumar en las habitaciones y como si no fueran sábanas limpias",1_6,enciende calefaccion sin suficiente frio no posible graduarla central cambiar habitacion media noche calor tener nueva habitacion sabanas olian cigarrillo pesar prohibido fumar habitaciones no sabanas limpias
En fin muy mala higiene y servicio,1_6,fin mala higiene servicio
No es un Barcelo,1_7,no barcelo
No tiene la calidad de la cadena Barcelo,1_7,no calidad cadena barcelo
El personal de recepción (Rafael) poco resolutivo,1_7,personal recepcion rafael resolutivo
"En la página web del hotel indican que en las junior suite pueden poner dos camas adicionales, se solicita a la hora de hacer la reserva, pero al llegar al hotel nos indican que este servicio en el hotel no lo hacen",1_7,pagina web indican junior suite pueden poner dos camas adicionales solicita hora hacer reserva llegar indican servicio no hacen
"Pertenezco al servicio my barcelo y no hemos disfrutado de ningún servicio, ni servicio de bienvenida, ni detalle de bienvenida, ni minibar ni una simple botella de agua en la habitación a nuestra llegada",1_7,pertenezco servicio my barcelo no disfrutado ningun servicio servicio bienvenida detalle bienvenida minibar simple botella agua habitacion llegada
"Me parece increíble que la cadena Barcelo, tenga este hotel en su cadena",1_7,parece increible cadena barcelo cadena
"Lástima que en el Barcelo Renacimiento no hubiera habitaciones, porque estoy seguro que no hubieramos tenido estos problemas",1_7,lastima barcelo renacimiento no habitaciones seguro no problemas
Por una noche,1_8,noche
Habitacion amplia pero algo sucia y mui viejo para estar a ese precio 70 euros la noche,1_8,habitacion amplia sucia mui viejo precio 70 euros noche
bañera con mugre alrededor las camas incomodas a ser dos pekeñas y abrimos las camas y tenía pelos publico y la toallas no tenían olor y el aire no calentaba apena y la ventana mui alta para abri,1_8,banera mugre alrededor camas incomodas ser dos pekenas abrimos camas pelos publico toallas no olor aire no calentaba apena ventana mui alta abri
Las camas si estaban mui bien echas pero de nada sirve si ahí pelos lo veo un precio exagerado cuando parece tipo albergue,1_8,camas mui bien echas nada sirve ahi pelos veo precio exagerado parece tipo albergue
NI HIGIENE NI MEDIDAS,1_9,higiene medidas
Habitacion con sabanas manchadas y con pelos No tiene logica que entreguen una habitacion con pegatinas informando de que el protocolo covid se ha llevado a cabo siendo totalmente falso La nevera es de juguete,1_9,habitacion sabanas manchadas pelos no logica entreguen habitacion pegatinas informando protocolo covid llevado cabo siendo totalmente falso nevera juguete
Almohadas PÉSIMAS… de las peores que me he encontrado en un hotel,1_10,almohadas pesimas peores encontrado
"Trato de recepción cordial y correcto,ubicación del hotel muy buenas,buenas instalaciones también,pero lo de la almohada… finas y mal rellenadas,en recepción la solución que me dan es darme otra igual… ya que no tienen otras… el secador roto y nada de menaje de baño,tipo peine,cuchillas de afeitado,bolsas de ducha para el pelo",1_10,trato recepcion cordial correctoubicacion buenasbuenas instalaciones tambienpero almohada finas mal rellenadasen recepcion solucion dan darme igual no secador roto nada menaje banotipo peinecuchillas afeitadobolsas ducha pelo
Horroroso,1_11,horroroso
"La ventana del balcón no cerraba bien, la tenían con un cerrojo chapucero que dejaba toda la parte de arriba abierta, con lo cual el ruido que se colaba por la rendija te despertaba por las noches, los cristales de la ventana tenia pequeñas puertas de madera para impedir entrar la luz y faltaban 3, como el aire acondicionado esta incrustado en la ventana no podías correr las cortinas para que la luz del amanecer no te molestase",1_11,ventana balcon no cerraba bien cerrojo chapucero dejaba toda parte arriba abierta ruido colaba rendija despertaba noches cristales ventana pequenas puertas madera impedir entrar luz faltaban 3 aire acondicionado incrustado ventana no podias correr cortinas luz amanecer no molestase
La balda donde estaba colocado el televisor tenia 3 cm de polvo al igual que el televisor,1_11,balda colocado televisor 3 cm polvo igual televisor
El secador del baño no funcionaba,1_11,secador bano no funcionaba
E fin un desastre ni lo recomiendo ni vuelvo,1_11,fin desastre recomiendo vuelvo
No encontramos lo que contratamos,1_12,no encontramos contratamos
Habíamos contratado a través de la web una habitación cuádruple con 2 camas de matrimonio,1_12,contratado traves web habitacion cuadruple 2 camas matrimonio
"al llegar nos dicen que eso es imposible, que no existe esa habitación",1_12,llegar dicen imposible no existe habitacion
Les enseñamos las fotos de la web y nos contestan que «es marketing»,1_12,ensenamos fotos web contestan marketing
"Desastrosa resolución de problemas, 2 horas tardaron en no solucionar nada",1_12,desastrosa resolucion problemas 2 horas tardaron no solucionar nada
No volvemos a ir nunca,1_12,no volvemos ir nunca
Publicidad en su web engañosa,1_12,publicidad web enganosa
"Se cae a pedazos, horroroso",1_13,cae pedazos horroroso
Voy a ser rapidito: El personal amable y limpieza buena,1_13,voy ser rapidito personal amable limpieza buena
"El hotel se cae literalmente a pedazos, necesita una reforma pero de haberse hecho hace 10 años",1_13,cae literalmente pedazos necesita reforma haberse hecho hace 10 anos
"De centrico nada de nada, precisamente es que ni esta en el casco historico, hay que coger autobus o taxi si quieres llegar a ver giraldas y demas",1_13,centrico nada nada precisamente casco historico coger autobus taxi quieres llegar ver giraldas demas
Aparcamiento horroroso en el hotel,1_13,aparcamiento horroroso
"Listo, sino me creen vayan",1_13,listo sino creen vayan
"Nefasta, decepción en todos los aspectos!!!",1_14,nefasta decepcion aspectos
"Sevilla, mes de Agosto, domingo",1_14,sevilla mes agosto domingo
"Elegimos el Macarena por su excelente ubicación, piscina y por habernos quedado anteriormente",1_14,elegimos macarena excelente ubicacion piscina habernos quedado anteriormente
"Nada más llegar subimos a la piscina, nadie controlaba el aforo y las tumbonas estaban muy juntas",1_14,nada llegar subimos piscina nadie controlaba aforo tumbonas juntas
"El agua turbia, tuvimos tanto asco y temimos tanto por nuestra seguridad que enseguida bajamos a la habitación",1_14,agua turbia asco temimos seguridad enseguida bajamos habitacion
La moqueta tenía manchas y olor,1_14,moqueta manchas olor
"Fuimos a darnos una ducha y la silicona tenía humedad, manchas negras por toda la bañera, las juntas de los azulejos negras",1_14,darnos ducha silicona humedad manchas negras toda banera juntas azulejos negras
"Intentamos descansar y no hay insonorización, las habitaciones de la planta 4ta que no son suites, son normales no disponen de ella, puedo decir el nombre de los hijos de nuestros vecinos",1_14,intentamos descansar no insonorizacion habitaciones planta 4ta no suites normales no disponen puedo decir nombre hijos vecinos
Una araña de buen tamaño campaba por el techo hasta que la pudimos matar,1_14,arana buen tamano campaba techo pudimos matar
"El desayuno buffet bien, si…",1_14,desayuno buffet bien
Decepcion,1_15,decepcion
Fuimos a sevilla en el mes de agosto,1_15,sevilla mes agosto
La habitacion familiar genial y la limpieza tambien,1_15,habitacion familiar genial limpieza
Cogimos ese hotel por la piscina ya que en agosto sevilla hace badtante calor,1_15,cogimos piscina agosto sevilla hace badtante calor
El mismo dia de la llegada envian un email informando que la piscina solo se puede usar 1h al dia reservandola anteriormente,1_15,mismo dia llegada envian email informando piscina solo puede usar 1h dia reservandola anteriormente
Informan el misml dia para que no puedas cancelar el viaje,1_15,informan misml dia no puedas cancelar viaje
Me parece pesimo que x tema covid tengan aforo d 1h en la piscina x cuestion de meter mas clientes en el hotel Pienso que en vez de llenar el hotel de gente deberian de tener los clientes que el aforo permita y a esos clientes darle buena estacia no qie nos dejen 1h d piscina y si esq qda aforo q si no tb t dejan sin piscina,1_15,parece pesimo x tema covid aforo d 1h piscina x cuestion meter clientes pienso vez llenar gente deberian tener clientes aforo permita clientes darle buena estacia no qie dejen 1h d piscina esq qda aforo q no tb t dejan sin piscina
A la hora del desayuno el salon n cabe mas gente pero claro se esta pagando desayuno y se deja dinero en…,1_15,hora desayuno salon n cabe gente claro pagando desayuno deja dinero
Me siento estafado,1_16,siento estafado
"Tenía una reserva para finales de abril y llevo desde marzo con correos, llamadas para que me devolvieran el dinero porque el estado de alarma decretado en España ha cerrado hoteles como éste, y hacen caso omiso",1_16,reserva finales abril llevo marzo correos llamadas devolvieran dinero alarma decretado espana cerrado hoteles hacen caso omiso
Lo único que me ofrecieron en marzo (y una única vez después de decenas de correos) era mantener la cantidad abonada en depósito para volver a realojarme en 6 meses cosa que decliné entonces porque no sabía cuándo iba a volver a Sevilla y no me valía,1_16,unico ofrecieron marzo unica vez despues decenas correos mantener cantidad abonada deposito volver realojarme 6 meses cosa decline entonces no sabia iba volver sevilla no valia
Me contestaron que en caso de ampliarse la fecha del estado de alarma en el decreto me devolverían el dinero si así procediera y aquí seguimos,1_16,contestaron caso ampliarse fecha alarma decreto devolverian dinero asi procediera aqui seguimos
Sin dinero ni opciones,1_16,sin dinero opciones
"Mi reserva era no reembolsable pero todo el mundo entiende que no te van a reembolsar si el problema es tuyo, no si el hotel esté cerrado a cal y canto…",1_16,reserva no reembolsable mundo entiende no van reembolsar problema no cerrado cal canto
NO CONSINTIERON CAMBIO DE FECHA AÚN HABIENDO HABITACIONES LIBRES EN EL HOTEL,1_17,no consintieron cambio fecha aun habitaciones libres
"Por error en la reserva se hizo con fechas diferentes a las solicitadas,solicité un cambio de fechas y se negaron a hacérmelo, aún teniendo habitaciones libres para la fecha, y además la señorita de recepción me dejó con el teléfono en la mano",1_17,error reserva hizo fechas diferentes solicitadassolicite cambio fechas negaron hacermelo aun habitaciones libres fecha ademas senorita recepcion dejo telefono mano
Muy mala asistencia y mal detalle,1_18,mala asistencia mal detalle
Como llegábamos al hotel de madrugada intenté ponerme en contacto con ellos 11 veces para comunicarles que llegaríamos muy tarde porque además el vuelo se retrasaba,1_18,llegabamos madrugada intente ponerme contacto 11 veces comunicarles llegariamos tarde ademas vuelo retrasaba
"de las once veces 5 estaban ocupados, no las contaré, de las otras seis me han tenido al teléfono, con una música que no calificaré, 2,45 minutos, 2,43, 2,41, 2,33, 2,11 y 1,57 minutos sin conseguir hablar con ellos",1_18,once veces 5 ocupados no contare seis telefono musica no calificare 245 minutos 243 241 233 211 157 minutos sin conseguir hablar
Ya no lo intenté más porque el vuelo salía ya,1_18,no intente vuelo salia
Al llegar al hotel han tenido el detalle de cobrar las habitaciones por adelantado,1_18,llegar detalle cobrar habitaciones adelantado
"Es la primera vez que me pasa, y en este hotel la última, no volveré más a no ser que dentro de unos años se me olvide",1_18,primera vez pasa ultima no volvere no ser dentro anos olvide
Un hotel para no repetir,1_19,no repetir
"La habitación está llena hormigas, me desperté con hormigas por el cuerpo, estaban por la cama, la mesita de noche, por las paredes, por el escritorio, por todas partes; es cierto que solo son hormigas, pero no es lo que se espera en un hotel",1_19,habitacion llena hormigas desperte hormigas cuerpo cama mesita noche paredes escritorio todas partes cierto solo hormigas no espera
La limpieza tampoco era nada del otro mundo,1_19,limpieza tampoco nada mundo
"Las paredes de la habitación de papel, se escuchaba TODO cualquier conversación en el pasillo o puertas como si estuvieran dentro de tu habitación, difícil para dormir",1_19,paredes habitacion papel escuchaba cualquier conversacion pasillo puertas dentro habitacion dificil dormir
"Reservamos este hotel por la piscina, ya que con las mismas prestaciones sin piscina los hay mucho mejores por la zona; y cuando llegamos a la piscina, solo duramos media hora",1_19,reservamos piscina mismas prestaciones sin piscina mejores zona llegamos piscina solo duramos media hora
"Había una familia de tres parejas, con sus respectivos niños, todos ellos con una educación cuestionable, dando voces, con sus cosas esparcidas por toda…",1_19,familia tres parejas respectivos ninos educacion cuestionable dando voces cosas esparcidas toda
Mal servicio de limpieza,1_20,mal servicio limpieza
Nos hemos alojados en dos habitaciones dobles,1_20,alojados dos habitaciones dobles
Un fin de semana,1_20,fin semana
"La limpieza deja mucho que desear, solo pedimos que esté todo desinfectado",1_20,limpieza deja desear solo pedimos desinfectado
La ducha estaba muy sucia y con pelos,1_20,ducha sucia pelos
"Por la mañana no han sido capaces ni de barrer el suelo (hablo de las dos habitaciones, así que supongo que son todas iguales)",1_20,manana no sido capaces barrer suelo hablo dos habitaciones asi supongo todas iguales
"Se le comenta en recepción lo ocurrido, nos indican que volverán a limpiar y continúa todo tal y como estaba",1_20,comenta recepcion ocurrido indican volveran limpiar continua tal
No lo recomiendo,1_20,no recomiendo
Horrible,1_21,horrible
"Hotel antiguo, sin reformar",1_21,antiguo sin reformar
"Al menos la habitación que ocupamos en la cuarta planta, con "" vistas"" a una azotea",1_21,menos habitacion ocupamos cuarta planta vistas azotea
Precio excesivo para un alojamiento sin servicios,1_21,precio excesivo alojamiento sin servicios
Por la cercanía al aeropuerto los hay mejores,1_21,cercania aeropuerto mejores
No lo recomiendo,1_21,no recomiendo
No volveré,1_21,no volvere
Necesita una reforma urgente,1_22,necesita reforma urgente
"Necesita una reforma sobre todo los baños, las dos habitaciones que utilizamos se inundaron y uno de los que ibamos se cayó al salir de la bañera y se lesionó",1_22,necesita reforma banos dos habitaciones utilizamos inundaron ibamos cayo salir banera lesiono
"Antes de decirlo en recepción se lo comentamos a la limpiadora y nos contestó ""ese no es mi problema, es de mantenimiento"", por supuesto que si, pero no es una contestación de un trabajador de la empresa",1_22,decirlo recepcion comentamos limpiadora contesto no problema mantenimiento supuesto no contestacion trabajador empresa
Horrible,1_23,horrible
"Lo primero que vemos al abrir la nevera es una toalla abajo por todo el agua que suelta, la atención en recepción horrible, todo súper antiguo y descuidado",1_23,primero vemos abrir nevera toalla abajo agua suelta atencion recepcion horrible super antiguo descuidado
"El precio no corresponde con lo que es, todo muy sucio hasta las paredes",1_23,precio no corresponde sucio paredes
El hotel con mas ruido del mundo,1_24,ruido mundo
"Son las 7 de la mañana de un domingo y esto parece una feria, si quereis descansar id a otro",1_24,7 manana domingo parece feria quereis descansar id
"La ducha con un año menos que la humedad, pendiente de que pulsador de pared pulsas para no cortar la corriente en la habitacion",1_24,ducha ano menos humedad pendiente pulsador pared pulsas no cortar corriente habitacion
Y asi para no parar,1_24,asi no parar
Hotel Simon verde,1_25,simon verde
"Malísimo , hotel muy viejo las camas una porqueria la cochera sucia y sin luz y no me quisieron dar la factura del pago, se lavaron las manos con respecto a tripadvisor una verdadera vergüenza que recomiende este hotel, nunca más con ninguno",1_25,malisimo viejo camas porqueria cochera sucia sin luz no quisieron dar factura pago lavaron manos respecto tripadvisor verdadera verguenza recomiende nunca ninguno
Importante leer antes de elegir este hotel,1_26,importante leer elegir
"Fui de viaje con mi pareja por diversos motivos y elegimos este hotel exclusivamente por su jacuzzi en una habitación tipo suite, decir que el parking tiene un coste de 5€",1_26,viaje pareja diversos motivos elegimos exclusivamente jacuzzi habitacion tipo suite decir parking coste 5
La habitación un poco antigua y sucia pero pasable,1_26,habitacion antigua sucia pasable
Por las cortinas pasa bastante luz sin persianas en un bajo,1_26,cortinas pasa bastante luz sin persianas bajo
Cual es nuestra sorpresa que nos encontramos en el jacuzzi una araña bastante grande cosa que entendemos que puede ocurrir,1_26,sorpresa encontramos jacuzzi arana bastante grande cosa entendemos puede ocurrir
"Lo mas grave viene cuando nos vamos a dormir y empiezan golpes, pisotones, arrastre de muebles ,etc",1_26,grave viene vamos dormir empiezan golpes pisotones arrastre muebles etc
"a la 1,2,3,4,5,6,7 de la madrugada ante este hecho llamamos a recepción en varias ocasiones, la cuestión es que se hizo imposible dormir",1_26,1234567 madrugada hecho llamamos recepcion varias ocasiones cuestion hizo imposible dormir
Al otro día en recepción nos comentan que en los lados no había nadie y que arriba una pareja con lo que me imagino que serian entonces…,1_26,dia recepcion comentan lados no nadie arriba pareja imagino entonces
Leelo no tiene desperdicio,1_27,leelo no desperdicio
En booking vienen habitaciones con hidromasaje muy cuidado etc,1_27,booking vienen habitaciones hidromasaje cuidado etc
"Lo primero que tengo que decir es que reservamos para una boda y mi mujer antes de ir al hotel se lesionó gravemente la encargada del hotel no nos devolvió el dinero pese a que aportamos informe medico completo de hecho estuvo de baja 3 meses , bien pues cuando llegamos al hotel nos encontramos un decorado de los 80 limpio pero viejo , al segundo día no nos habían hecho la habitación y como eran las 10 de la noche nos quedamos sin la habitación limpia y la cama hecha , al siguiente día hicieron la habitación a las 15:00 no pusieron gel solo champú y al cuarto día seguíamos sin gel y ya nos fuimos",1_27,primero decir reservamos boda mujer ir lesiono gravemente encargada no devolvio dinero pese aportamos informe medico completo hecho baja 3 meses bien pues llegamos encontramos decorado 80 limpio viejo segundo dia no hecho habitacion 10 noche quedamos sin habitacion limpia cama hecha siguiente dia hicieron habitacion 1500 no pusieron gel solo champu cuarto dia seguiamos sin gel
Las habitaciones estaban con daños viejas y en el baño a los grifos les faltaban piezas y tenian enchufes sin…,1_27,habitaciones danos viejas bano grifos faltaban piezas enchufes sin
No fue de mi agrado,1_28,no agrado
"Entre y la papelera de la cocina estaba hasta arriba, no la habían cambiado del anterior inquilino",1_28,papelera cocina arriba no cambiado anterior inquilino
"Los muebles se arrastraban de un lado a otro sin parar por las mañanas, pedimos en la reserva cama de matrimonio nos dijeron que si y al llegar teníamos dos camas separadas si o si",1_28,muebles arrastraban lado sin parar mananas pedimos reserva cama matrimonio dijeron llegar dos camas separadas
el frigorífico no cerraba la puerta y nos lo dejaron así con una toalla en la puerta de este de empapadera,1_28,frigorifico no cerraba puerta dejaron asi toalla puerta empapadera
desde luego que no creo que vuelva a ir,1_28,luego no creo vuelva ir
"Decepcionado,la realidad no concuerda con las fotografías de su web",1_29,decepcionadola realidad no concuerda fotografias web
"Apartamento muy sucio,solo entrar ya daba sensación de suciedad y mal olor,a parte de las cucarachas que había dentro,zonas comunes muy sucias,vamos que la limpieza no es su fuerte,poca reposición de toallas y jabones durante la estancia,suerte que te cobran antes de la entrada,supongo que se aseguran de que no se vaya el cliente",1_29,apartamento suciosolo entrar daba sensacion suciedad mal olora parte cucarachas dentrozonas comunes suciasvamos limpieza no fuertepoca reposicion toallas jabones estanciasuerte cobran entradasupongo aseguran no vaya cliente
Atencion pésima por parte del personal menos una chica rubia muy maja y muy amable que estaba en recepción,1_29,atencion pesima parte personal menos chica rubia maja amable recepcion
ENGAÑOSAS FOTOs,1_30,enganosas fotos
Fraude,1_30,fraude
"La Habitación pequeña,con malos olores, el baño con olor a cloaca, la recepción sin ningún tipo de cualificación, carecían de información sobre Sevilla y lugares más típicos , la ubicación buena, pero con reservas, el Servicio de desayuno por decir algo era agua caliente un par de infusiones y algo parecido a café",1_30,habitacion pequenacon malos olores bano olor cloaca recepcion sin ningun tipo cualificacion carecian informacion sevilla lugares tipicos ubicacion buena reservas servicio desayuno decir agua caliente par infusiones parecido cafe
El precio de la habitacion  doble era bastante alto,1_30,precio habitacion doble bastante alto
No volveré,1_30,no volvere
Pésimo,1_31,pesimo
Me parece increíble y algo sospechoso que la mayoría de las opiniones sean excelentes,1_31,parece increible sospechoso mayoria opiniones excelentes
"Voy a aportar lo que me ha parecido positivo, la amabilidad del personal y que hay muy poco ruido (todo eso sin tener en cuenta que el aparato del aire sonaba como un tractor arrancado en tu habitación)",1_31,voy aportar parecido positivo amabilidad personal ruido sin tener cuenta aparato aire sonaba tractor arrancado habitacion
"Lo demás es pésimo, las habitaciones por lo menos la que a mí me tocó súper pequeña, era imposible moverse 2 personas en ella, el baño súper pequeño",1_31,demas pesimo habitaciones menos toco super pequena imposible moverse 2 personas bano super pequeno
"La almohada tenía el grosor de un dedo, y el somier era una tabla de madera con cuatro patas de hierro",1_31,almohada grosor dedo somier tabla madera cuatro patas hierro
"En la ducha había una columna de masaje qué bien podían haber invertido en otra cosa más importante, por ejemplo en una bombilla para poder ver mientras te duchas",1_31,ducha columna masaje bien podian haber invertido cosa importante ejemplo bombilla poder ver mientras duchas
"La próxima vez duermo en tienda de campaña pero allí, ya no vuelvo",1_31,proxima vez duermo tienda campana alli no vuelvo
FATAL el Restaurante  del Hotel,1_32,fatal restaurante
"Teníamos una reserva de dos menús de verano para las 22:15 , llegamos a las 22:18 y resulta que cuando llegamos nos dicen que no tienen el menú que habíamos reservado y que además la cocina estaba ya cerrada",1_32,reserva dos menus verano 2215 llegamos 2218 resulta llegamos dicen no menu reservado ademas cocina cerrada
"Lo único que nos ofrecen son unos ""snacks""",1_32,unico ofrecen snacks
Lamentable todo,1_32,lamentable
No se entiende como pueden ocurrir estas cosas teniendo una reserva hecha y un teléfono de contacto para avisarnos con antelación de lo ocurrido,1_32,no entiende pueden ocurrir cosas reserva hecha telefono contacto avisarnos antelacion ocurrido
Falta de profesionalidad,1_32,falta profesionalidad
"Por cierto, revisen cómo rellenar correctamente una hoja de reclamaciones",1_32,cierto revisen rellenar correctamente hoja reclamaciones
Retención de prepago con tarjeta crédito,1_33,retencion prepago tarjeta credito
"El pasado 22 de Octubre de 2021 me alojé con mi familia en el Hotel Alfonso XIII de Sevilla , al llegar a recepción me pidieron una tarjeta de crédito para efectuar un prepago",1_33,pasado 22 octubre 2021 aloje familia alfonso xi sevilla llegar recepcion pidieron tarjeta credito efectuar prepago
"El Domingo 24 se Octubre de 2021 fui a pagar la cuenta con la misma tarjeta con la que se efectuó el prepago y me dijeron que esa tarjeta no tenia saldo, les respondí que ellos tenían retenido el dinero y me dijeron que el dinero retenido no se podía liberar, por lo que tuve que pagar con otras tarjetas",1_33,domingo 24 octubre 2021 pagar cuenta misma tarjeta efectuo prepago dijeron tarjeta no saldo respondi retenido dinero dijeron dinero retenido no podia liberar pagar tarjetas
Hoy 28 de Octubre de 2021 el dinero sigue retenido,1_33,hoy 28 octubre 2021 dinero sigue retenido
Alguien me puede explicar si esta practica es legal?,1_33,alguien puede explicar practica legal
Un Lugar en Sevilla donde no ir,1_34,lugar sevilla no ir
Planificamos para ir a desayunar y el que nos atendió (23/10) no nos dio ninguna opción  Poco amable en plan “Chulesco” y con una sonrisa Sarcástica que te invitan a cometer un diaparate,1_34,planificamos ir desayunar atendio 23 10 no dio ninguna opcion amable plan chulesco sonrisa sarcastica invitan cometer diaparate
Tenía mesas dobles sin ocupar dentro y fue incapaz de ofrecernoslas,1_34,mesas dobles sin ocupar dentro incapaz ofrecernoslas
Precioso edificio,1_35,precioso edificio
Inmejorable situación,1_35,inmejorable situacion
"Servicio muy, pero que muy mejorable",1_35,servicio mejorable
El edificio es magnífico,1_35,edificio magnifico
"La situación, inmejorable",1_35,situacion inmejorable
El nivel de servicio no está a la altura,1_35,nivel servicio no altura
"El precio, si",1_35,precio
Habitación no lista hasta  más de TRES horas posteriores a la llegada,1_35,habitacion no lista tres horas posteriores llegada
